x_last_hour,x_start_hour,predicted_raw,predicted_refined,target,ci_lo,ci_hi,error_rate_refined_%,n_resid_in_window,qhat_used,abs_resid_mean,abs_resid_max
131.0,233.0,131.27830505371094,141.99950408935547,145.0,84.00155639648438,193.99951171875,2.069307524582435,15,40.654531860351554,21.22925059000651,62.72120666503906
190.0,198.0,190.27879333496094,200.99999237060547,181.0,143.00204467773438,221.0,11.049719541770978,15,30.321206665039064,17.96261647542318,47.27674865722656
165.0,217.0,165.27879333496094,175.99999237060547,215.0,118.00204467773438,196.0,18.139538432276524,15,30.321206665039064,17.89594980875651,47.27674865722656
19.0,48.0,19.278793334960938,29.99999237060547,28.0,-27.997955322265625,69.0,7.142829895019531,15,40.254531860351555,19.162616475423178,49.72120666503906
64.0,97.0,64.27880096435547,73.00000762939453,74.0,17.002052307128906,114.00000762939453,1.3513410413587417,15,40.254531860351555,17.89594980875651,49.72120666503906
54.0,34.0,54.27879333496094,63.0,54.0,7.002044677734375,104.0,16.666666666666664,15,40.254531860351555,17.271969604492188,49.72120666503906
190.0,186.0,190.2637939453125,198.98500061035156,155.0,142.98704528808594,239.98500061035156,28.377419748613914,15,40.254531860351555,17.275208028157554,49.72120666503906
130.0,109.0,130.21971130371094,135.95191955566406,148.0,82.94296264648438,179.94091796875,8.140594894821579,15,42.47156677246093,18.311380513509114,49.72120666503906
167.0,192.0,167.27879333496094,173.01100158691406,174.0,120.00204467773438,217.0,0.568389892578125,15,42.47156677246093,18.181417338053386,49.72120666503906
10.000007629394531,28.00000762939453,10.260589599609375,16.981796264648438,22.0,-37.01615905761719,59.98179626464844,22.81001697887074,15,42.47156677246093,18.24735056559245,49.72120666503906
176.0,171.0,176.43113708496094,185.15234375,184.0,129.15438842773438,226.15234375,0.626273777173913,15,42.47156677246093,17.881622314453125,49.72120666503906
108.0,32.00000762939453,108.27879333496094,117.0,122.0,61.002044677734375,158.0,4.098360655737705,15,42.47156677246093,17.567626953125,49.72120666503906
60.0,89.0,60.27880096435547,69.00000762939453,72.0,13.002052307128906,110.00000762939453,4.166656070285373,15,42.47156677246093,16.500960286458334,49.72120666503906
171.0,201.0,171.27879333496094,180.0,225.0,124.00204467773438,221.0,20.0,15,42.47156677246093,16.567626953125,49.72120666503906
220.0,236.0,220.24942016601562,229.97061920166016,174.0,172.97267150878906,273.9706268310547,32.167022529689746,15,48.74342346191406,19.797121175130208,53.72120666503906
171.0,165.0,171.27879333496094,180.99999237060547,156.0,125.02937316894531,225.0,16.025636135003506,15,48.33249206542968,19.72863260904948,53.72120666503906
212.0,202.0,212.51217651367188,221.23338317871094,206.99998474121094,166.26275634765625,266.23338317871094,6.876038399372075,15,48.33249206542968,19.832439168294272,53.72120666503906
180.0,168.0,180.27879333496094,189.0,165.0,134.0293731689453,234.0,14.545454545454545,15,48.33249206542968,19.581332397460937,53.72120666503906
132.0,170.0,132.27879333496094,139.84765625,164.0,86.02937316894531,186.0,14.72703887195122,15,41.855169677734374,17.285171508789062,53.72120666503906
117.0,23.0,117.27879333496094,124.84765625,113.0,71.02937316894531,171.0,10.484651548672566,15,41.855169677734374,18.818504842122397,53.72120666503906
212.0,183.0,212.27877807617188,218.99998474121094,181.0,166.02935791015625,265.99998474121094,20.99446670785135,15,41.855169677734374,18.455677795410157,53.72120666503906
119.0,162.0,119.27879333496094,126.0,152.0,73.02937316894531,173.0,17.105263157894736,15,41.855169677734374,20.52234344482422,53.72120666503906
182.0,224.0,182.27879333496094,189.84765625,196.0,136.0293731689453,236.0,3.1389508928571432,15,40.83813476562499,20.352837626139323,53.72120666503906
235.0,176.0,235.27879333496094,242.84765625,210.0,189.0293731689453,289.0,15.641741071428573,15,40.83813476562499,20.082232157389324,53.72120666503906
248.0,224.0,248.27703857421875,255.8459014892578,194.0,202.02761840820312,301.9982452392578,31.87933066456588,15,40.83813476562499,21.31940460205078,53.72120666503906
169.0,190.0,169.27879333496094,165.0,180.0,115.00175476074219,223.0,8.333333333333332,15,50.73249206542968,24.15524648030599,54.27703857421875
142.0,235.0,142.26119995117188,137.98240661621094,158.0,87.98416137695312,195.98240661621094,12.669362901132317,15,50.73249206542968,24.36540273030599,54.27703857421875
185.0,202.0,185.27879333496094,181.0,243.0,131.0017547607422,239.0,25.514403292181072,15,50.73249206542968,24.49990895589193,54.27703857421875
84.0,202.0,84.27879333496094,80.0,131.0,30.001754760742188,142.0,38.93129770992366,15,54.05470581054688,27.566576131184895,57.72120666503906
41.0,97.0,41.27880096435547,37.00000762939453,49.00000762939453,-12.998237609863281,99.00000762939453,24.48979210525947,15,51.254705810546874,27.09990946451823,57.72120666503906
205.0,142.0,205.27877807617188,212.99998474121094,194.0,151.00173950195312,262.99998474121094,9.793806567634505,15,51.254705810546874,24.531361897786457,57.72120666503906
54.0,38.00000762939453,54.27879333496094,62.0,43.0,0.0017547607421875,112.0,44.18604651162791,15,51.254705810546874,24.264694213867188,57.72120666503906
194.0,162.0,194.27879333496094,202.0,181.0,140.0017547607422,252.0,11.602209944751381,15,51.254705810546874,24.649134318033855,57.72120666503906
224.0,72.0,224.27879333496094,232.0,202.0,170.0017547607422,282.0,14.85148514851485,15,51.254705810546874,24.515800984700522,57.72120666503906
201.0,222.0,201.27879333496094,197.0,181.0,147.0017547607422,259.0,8.83977900552486,15,51.254705810546874,23.886306762695312,57.72120666503906
178.0,185.0,178.27879333496094,167.00001525878906,165.0,124.00175476074219,236.0,1.2121304598721592,15,51.254705810546874,24.95297342936198,57.72120666503906
155.0,175.0,155.25856018066406,143.9797821044922,243.0,100.98152160644531,212.97976684570312,40.7490608623489,15,51.254705810546874,23.752974446614584,57.72120666503906
170.0,107.0,170.27879333496094,159.00001525878906,147.0,116.00175476074219,258.0202331542969,8.163275686251064,15,56.34353942871093,27.420989990234375,87.74143981933594
